,0,1,2,3,4,5,6,7,8
0,-0.4130833148956299,0.29350000619888306,-0.050833333283662796,-0.12158203125,-1.1334228515625,0.0064697265625,-5.3253173828125,48.33984375,29.693603515625
1,-0.41349998116493225,0.29083332419395447,-0.05433333292603493,-0.155029296875,-1.0909423828125,-0.0216064453125,-5.889892578125,48.2025146484375,29.7088623046875
2,-0.40708333253860474,0.29350000619888306,-0.055166665464639664,-0.17626953125,-1.0372314453125,-0.0421142578125,-6.04248046875,47.7447509765625,31.6314697265625
3,-0.4139166474342346,0.29350000619888306,-0.05308333411812782,-0.14306640625,-1.0714111328125,-0.0819091796875,-9.5367431640625,47.8515625,32.806396484375
4,-0.4166666567325592,0.29249998927116394,-0.05000000074505806,-0.153564453125,-1.0164794921875,-0.0953369140625,-9.124755859375,51.57470703125,35.003662109375
5,-0.41499999165534973,0.28808334469795227,-0.05708333104848862,-0.148193359375,-1.0147705078125,-0.1014404296875,-8.85009765625,55.23681640625,38.39111328125
6,-0.4179166555404663,0.2929166555404663,-0.055166665464639664,-0.130126953125,-1.0162353515625,-0.0943603515625,-9.0484619140625,60.089111328125,40.008544921875
7,-0.41349998116493225,0.2841666638851166,-0.06499999761581421,-0.123291015625,-1.0247802734375,-0.1170654296875,-8.544921875,65.6585693359375,43.3502197265625
8,-0.4139166474342346,0.28808334469795227,-0.06458333134651184,-0.1240234375,-1.0184326171875,-0.1219482421875,-8.026123046875,73.5931396484375,48.7518310546875
9,-0.1497499942779541,-0.3818333148956299,-0.29475000500679016,-0.133056640625,0.0206298828125,-0.9859619140625,0.2288818359375,1.89208984375,0.518798828125
10,-0.1472499966621399,-0.3870833218097687,-0.28999999165534973,-0.128173828125,0.0189208984375,-0.9910888671875,0.18310546875,1.1749267578125,0.5645751953125
11,-0.1509999930858612,-0.38749998807907104,-0.2943333387374878,-0.12548828125,0.0162353515625,-0.9896240234375,-0.335693359375,-0.640869140625,0.5035400390625
12,-0.15416666865348816,-0.38975000381469727,-0.2929166555404663,-0.12890625,0.0179443359375,-0.9849853515625,0.1068115234375,-1.28173828125,0.7171630859375
13,-0.1472499966621399,-0.3883333206176758,-0.28808334469795227,-0.136474609375,0.0152587890625,-0.9920654296875,0.0152587890625,-0.79345703125,0.54931640625
14,-0.14933332800865173,-0.38624998927116394,-0.29249998927116394,-0.1376953125,0.0220947265625,-0.9849853515625,-0.2288818359375,0.5950927734375,0.6561279296875
15,-0.1497499942779541,-0.38874998688697815,-0.2939166724681854,-0.13525390625,0.0172119140625,-0.9940185546875,0.1220703125,1.28173828125,0.579833984375
16,-0.1509999930858612,-0.38874998688697815,-0.2916666567325592,-0.126953125,0.0172119140625,-0.9857177734375,-0.1678466796875,0.5035400390625,0.4425048828125
17,-0.14891666173934937,-0.38874998688697815,-0.2876666784286499,-0.130126953125,0.0172119140625,-0.9925537109375,-0.213623046875,-0.5950927734375,0.579833984375
18,-0.14808332920074463,-0.3851666748523712,-0.2943333387374878,-0.131591796875,0.0194091796875,-0.9876708984375,0.244140625,-0.6103515625,0.48828125
19,-0.15141665935516357,-0.38975000381469727,-0.28808334469795227,-0.135986328125,0.0135498046875,-0.9906005859375,0.1373291015625,0.1373291015625,0.4425048828125
20,-0.148499995470047,-0.38475000858306885,-0.28999999165534973,-0.134765625,0.0152587890625,-0.9901123046875,-0.1678466796875,0.823974609375,0.5645751953125
